HOUR of YEAR,HOUR-MST,Avg Global Horizontal [W/m^2],Avg Avg Wind Speed @ 50m [m/s]
6548,20,-1.2989,6.805
6549,21,-1.8377,5.6631
6550,22,-3.9726,4.1192
6551,23,-5.5802,3.217
6552,0,-5.0741,2.172
6553,1,-4.1649,1.4258
6554,2,-1.4233,3.3319
6555,3,-1.1782,1.6845
6556,4,-1.119,0.941
6557,5,-0.6574,1.6472
6558,6,2.0193,1.5936
6559,7,34.3506,3.0533
6560,8,91.6213,3.1628
6561,9,149.6226,2.585
6562,10,416.1783,1.6134
6563,11,525.1917,1.4223
6564,12,690.7618,2.5885
6565,13,481.8963,3.0298
6566,14,560.8315,3.4097
6567,15,238.3617,3.2949
6568,16,231.7285,1.5945
6569,17,160.502,2.596
6570,18,1.241,2.4203
6571,19,-9.6281,3.7865
6572,20,-5.2708,4.0003
6573,21,-2.5681,4.808
6574,22,-3.8614,3.0414
6575,23,-4.6101,2.633
6576,0,-3.8752,3.3582
6577,1,-4.2534,4.0526
6578,2,-2.1378,2.6245
6579,3,-0.0943,2.2304
6580,4,-0.5451,1.6505
6581,5,-0.9545,0.6101
6582,6,-0.8901,0.8599
6583,7,11.2025,1.1166
6584,8,41.9526,1.9183
6585,9,196.6013,2.3461
6586,10,426.5935,1.6407
6587,11,735.3035,2.9237
6588,12,776.7198,3.4302
6589,13,635.7702,4.366
6590,14,485.7837,6.36
6591,15,275.1863,8.8198
6592,16,272.0844,9.3102
6593,17,56.8789,8.0068
6594,18,1.0909,7.1567
6595,19,-2.6794,5.4313
6596,20,-1.5886,4.1263
6597,21,-1.386,5.7448
6598,22,-1.7247,5.9831
6599,23,-1.293,5.4648
6600,0,-1.5544,4.143
6601,1,-1.0067,3.2238
6602,2,-1.4007,4.5808
6603,3,-0.7381,3.4299
6604,4,-0.632,2.0838
6605,5,-0.2098,1.5611
6606,6,0.1547,1.4346
6607,7,11.7164,2.6743
6608,8,66.6667,1.9506
6609,9,115.6328,1.6006
6610,10,202.35,1.9742
6611,11,166.681,2.3692
6612,12,209.4272,2.2518
6613,13,221.5792,2.8917
6614,14,241.0363,2.8617
6615,15,260.5827,3.0438
6616,16,104.0662,3.5895
6617,17,35.8218,3.95
6618,18,1.3313,4.808
6619,19,-1.7243,5.3836
6620,20,-0.6217,5.6689
6621,21,-0.5166,6.0925
6622,22,-0.5974,6.9299
6623,23,-0.7911,5.8542
6624,0,-0.3016,4.4101
6625,1,-0.1669,3.0837
6626,2,-0.1903,2.4317
6627,3,-0.1445,2.943
6628,4,-0.2192,3.1017
6629,5,0.0041,3.0859
6630,6,-0.1015,2.1551
6631,7,5.0643,1.3355
6632,8,37.5721,1.7393
6633,9,64.9633,1.1247
6634,10,83.2792,1.5229
6635,11,76.631,1.8583
6636,12,80.081,2.4477
6637,13,126.8771,1.3766
6638,14,326.9368,2.3583
6639,15,135.1688,3.394
6640,16,144.1534,1.9375
6641,17,32.3087,2.4387
6642,18,0.7259,1.8292
6643,19,-0.956,1.1717
6644,20,-0.6328,1.2286
6645,21,-0.4688,0.5954
6646,22,-0.3476,1.4871
6647,23,-1.1036,2.2679
6648,0,-0.8782,1.1469
6649,1,-0.7232,1.0089
6650,2,-0.2779,0.9087
6651,3,-0.2158,0.7751
6652,4,-0.1058,0.9789
6653,5,-0.1082,1.1344
6654,6,0.1525,1.0141
6655,7,15.4398,1.0308
6656,8,102.465,1.1939
6657,9,348.8613,0.927
6658,10,483.7858,2.0385
6659,11,664.5797,2.2039
6660,12,710.567,2.0663
6661,13,698.5308,1.6123
6662,14,395.4747,2.2717
6663,15,182.9462,2.8975
6664,16,151.1633,2.574
6665,17,41.3185,1.5253
6666,18,-6.0476,2.5048
6667,19,-3.7057,1.9127
6668,20,-1.8983,2.6391
6669,21,-2.5013,3.2848
6670,22,-1.158,1.138
6671,23,-0.4865,2.7183
6672,0,-2.6717,2.5029
6673,1,-2.3172,0.4797
6674,2,-1.4988,1.8543
6675,3,-2.2908,1.4538
6676,4,-0.4681,2.9106
6677,5,0.3923,1.4368
6678,6,-3.0825,1.7365
6679,7,39.6714,1.8282
6680,8,168.989,1.248
6681,9,252.4283,1.3331
6682,10,307.2982,2.2786
6683,11,266.15,3.25
6684,12,156.9521,3.6839
6685,13,170.0149,3.8887
6686,14,50.3979,3.1112
6687,15,59.5885,2.7307
6688,16,136.6948,3.657
6689,17,38.1304,2.3961
6690,18,0.3833,1.0362
6691,19,-1.2423,1.4458
6692,20,-0.3035,1.7148
6693,21,-1.2237,2.2692
6694,22,-2.0283,1.4227
6695,23,-0.4673,3.09
6696,0,-1.2533,3.32
6697,1,-2.5992,1.6868
6698,2,-1.9845,2.1223
6699,3,-1.7629,2.7728
6700,4,-1.1586,1.6445
6701,5,-0.2832,1.24
6702,6,2.051,3.1258
6703,7,63.6997,3.8966
6704,8,208.9623,1.7744
6705,9,268.4682,1.2038
6706,10,546.9748,1.3075
6707,11,648.6342,2.7432
6708,12,618.7562,3.1761
6709,13,697.6453,3.5237
6710,14,644.9138,3.1435
6711,15,415.1333,3.4807
6712,16,277.0273,2.6778
6713,17,109.7269,3.1769
6714,18,-6.9945,1.6963
6715,19,-8.6359,1.4738
6716,20,-5.2239,2.8076
6717,21,-2.1554,2.0651
6718,22,-1.5764,2.6151
6719,23,-1.8631,1.8473
6720,0,-1.8815,1.7863
6721,1,-1.2337,1.1576
6722,2,-1.0719,3.1358
6723,3,-0.1375,3.7732
6724,4,-1.2753,4.0155
6725,5,-2.3385,4.1688
6726,6,-1.7213,3.9282
6727,7,36.3693,5.5064
6728,8,191.879,3.7558
6729,9,324.0667,2.1355
6730,10,547.9442,2.1578
6731,11,665.2952,2.9491
6732,12,709.125,3.4397
6733,13,684.2765,4.0629
6734,14,629.4178,3.528
6735,15,432.4139,6.1026
6736,16,86.6363,7.2486
6737,17,50.1298,8.9661
6738,18,2.1313,5.9726
6739,19,-3.6299,6.0293
6740,20,-2.9131,4.9076
6741,21,-1.5138,4.86
6742,22,-1.9758,2.8884
6743,23,-1.623,1.6172
6744,0,-2.3043,1.1798
6745,1,-3.8903,1.2729
6746,2,-4.4809,3.7256
6747,3,-2.3078,3.6392
6748,4,-1.4196,0.8058
6749,5,-2.3315,0.8525
6750,6,-1.2778,0.599
6751,7,44.1688,2.0843
6752,8,197.1312,0.6125
6753,9,306.2208,1.3113
6754,10,513.0205,2.0607
6755,11,622.7885,1.9816
6756,12,691.6788,1.6944
6757,13,623.3698,2.8116
6758,14,584.4515,2.3769
6759,15,347.2422,2.7072
6760,16,185.7072,2.2043
6761,17,36.0812,1.546
6762,18,-6.4371,2.4603
6763,19,-6.4714,1.6099
6764,20,-3.9606,1.1943
6765,21,-1.1651,2.1173
6766,22,1.2287,5.385
6767,23,-3.7617,3.6515
6768,0,-1.8035,3.6821
6769,1,-0.1436,4.4681
6770,2,-3.5657,2.1839
6771,3,-0.664,1.3368
6772,4,-0.4508,2.1056
6773,5,-1.4368,2.2293
6774,6,2.6839,3.3167
6775,7,47.221,3.8533
6776,8,216.0798,5.6835
6777,9,313.5123,5.0603
6778,10,556.8267,3.5345
6779,11,661.001,4.5779
6780,12,680.23,4.4965
6781,13,631.3308,4.8184
6782,14,558.6007,4.2268
6783,15,477.301,3.1375
6784,16,251.3925,4.3254
6785,17,85.0837,4.5211
6786,18,-6.2903,3.1964
6787,19,-7.3018,3.1333
6788,20,-3.0769,5.1739
6789,21,-2.3756,6.4205
6790,22,-1.629,8.1973
6791,23,-4.6371,6.2847
6792,0,-2.6383,6.5683
6793,1,-2.973,7.2955
6794,2,-1.393,9.7605
6795,3,-2.4909,11.7498
6796,4,-3.1749,12.9064
6797,5,-3.1282,13.973
6798,6,-2.5738,14.9734
6799,7,43.1985,14.7914
6800,8,189.6225,14.8494
6801,9,303.4238,14.8433
6802,10,330.8237,15.8697
6803,11,546.8262,14.5116
6804,12,746.436,13.1712
6805,13,657.849,11.7181
6806,14,549.9738,9.0621
6807,15,283.2975,7.2564
6808,16,170.0401,6.4382
6809,17,174.6687,8.0706
6810,18,2.2811,4.6936
6811,19,-7.3536,4.5747
6812,20,-2.9358,9.9816
6813,21,-2.6077,15.3597
6814,22,-3.0716,15.7935
6815,23,-5.256,6.858
6816,0,-4.135,6.6441
6817,1,-9.5184,4.7
6818,2,-11.077,3.7783
6819,3,-6.5419,7.7184
6820,4,-2.5285,11.9822
6821,5,-2.6557,12.597
6822,6,-2.4416,10.9944
6823,7,44.9871,8.3911
6824,8,206.6048,2.789
6825,9,290.2167,1.7269
6826,10,538.5802,1.7444
6827,11,662.6333,1.9392
6828,12,709.994,1.5409
6829,13,697.7362,3.7292
6830,14,620.0537,3.5166
6831,15,466.8367,5.039
6832,16,295.0717,3.5311
6833,17,95.3337,2.4789
6834,18,-13.4226,1.667
6835,19,-5.9958,2.1407
6836,20,1.9043,6.2241
6837,21,-3.1442,6.9166
6838,22,-5.4244,3.9715
6839,23,-0.4667,6.6355
6840,0,-5.0679,4.038
6841,1,-1.6068,6.0359
6842,2,-3.5227,5.4965
6843,3,-0.1388,9.3213
6844,4,-4.2583,7.8047
6845,5,-6.8938,2.3773
6846,6,-1.7272,6.2841
6847,7,43.3673,8.3665
6848,8,205.3717,7.3577
6849,9,286.9708,5.4408
6850,10,533.2138,3.5473
6851,11,656.114,2.4963
6852,12,702.8718,3.7961
6853,13,689.5885,3.8129
6854,14,618.8767,5.4459
6855,15,465.9128,8.8536
6856,16,294.4913,7.1951
6857,17,93.2651,3.5073
6858,18,-11.9712,4.5423
6859,19,-7.1485,4.7676
6860,20,-1.687,9.4094
6861,21,-3.2795,10.1688
6862,22,-3.149,10.245
6863,23,-4.63,8.5654
6864,0,-3.1122,8.0556
6865,1,-3.3269,8.799
6866,2,-3.4953,8.9135
6867,3,-7.8511,7.0054
6868,4,-10.1973,4.5804
6869,5,-2.3636,5.1651
6870,6,0.7218,6.4941
6871,7,39.3249,5.4993
6872,8,198.9337,4.0938
6873,9,276.3623,3.7082
6874,10,527.1265,2.456
6875,11,647.9992,2.5266
6876,12,695.2887,3.0744
6877,13,674.1838,3.3664
6878,14,592.3855,2.7073
6879,15,436.5297,2.0355
6880,16,272.7818,1.9236
6881,17,80.0437,3.2861
6882,18,-10.0234,6.2042
6883,19,-10.6031,4.6143
6884,20,-4.1542,5.277
6885,21,-4.0051,5.3457
6886,22,-4.1164,7.2527
6887,23,-6.4941,6.6782
6888,0,-4.7606,4.3902
6889,1,-4.0236,3.5382
6890,2,-5.1139,2.498
6891,3,-2.8166,2.1221
6892,4,-1.1464,2.6104
6893,5,-1.8507,2.9538
6894,6,-2.2743,2.6528
6895,7,23.681,5.3158
6896,8,121.0998,6.9332
6897,9,270.0213,6.468
6898,10,521.9797,5.1231
6899,11,615.7507,3.7918
6900,12,676.6905,2.6715
6901,13,665.2708,2.9352
6902,14,577.0478,2.567
6903,15,424.259,2.5979
6904,16,257.6208,3.0378
6905,17,62.9549,3.1679
6906,18,-9.8158,1.5589
6907,19,-7.1469,1.4636
6908,20,-4.0226,1.8977
6909,21,-2.6579,0.5754
6910,22,-2.5393,1.5424
6911,23,-1.4372,3.3549
6912,0,-2.7423,4.1494
6913,1,-3.3313,4.3623
6914,2,-2.212,4.7503
6915,3,-3.9221,5.0701
6916,4,-4.3795,4.4274
6917,5,-2.2914,2.879
6918,6,-1.7735,1.9291
6919,7,34.8778,2.3472
6920,8,186.7107,1.3178
6921,9,269.1317,1.4137
6922,10,506.531,1.5692
6923,11,628.5302,1.8614
6924,12,677.4205,2.2082
6925,13,646.1775,2.7482
6926,14,562.5632,2.3119
6927,15,365.5572,2.2297
6928,16,271.9915,1.8125
6929,17,59.4548,1.0429
6930,18,-11.5278,1.6246
6931,19,-7.8994,1.0334
6932,20,-3.4861,2.9501
6933,21,-2.0579,0.8628
6934,22,-1.9999,2.1314
6935,23,-0.9446,0.7986
6936,0,-1.4837,0.7669
6937,1,-1.1481,0.4534
6938,2,-0.7662,0.7524
6939,3,-1.9535,0.3704
6940,4,-1.0158,0.6771
6941,5,-1.5656,1.6293
6942,6,-1.5098,1.4642
6943,7,30.8485,0.9598
6944,8,168.5752,1.5347
6945,9,262.3195,1.7202
6946,10,493.9882,1.7293
6947,11,606.8463,2.5687
6948,12,670.1747,2.7691
6949,13,605.4243,3.2157
6950,14,554.3105,2.8533
6951,15,374.7202,2.9783
6952,16,247.5168,4.4593
6953,17,33.8009,5.4328
6954,18,-6.7252,4.9292
6955,19,-5.1569,3.966
6956,20,-4.068,4.2655
6957,21,-3.7141,3.3562
6958,22,-4.456,2.673
6959,23,-2.9987,1.6811
6960,0,-2.3693,1.1383
6961,1,-1.0759,1.0153
6962,2,-1.7304,2.8271
6963,3,-0.5685,3.6854
6964,4,-0.1559,2.0395
6965,5,1.9017,2.4619
6966,6,0.2667,1.1196
6967,7,16.6651,2.6105
6968,8,85.9914,2.0071
6969,9,260.9993,2.8869
6970,10,489.2787,2.4912
6971,11,574.8233,3.5113
6972,12,601.7898,4.4024
6973,13,645.3545,3.284
6974,14,426.6217,2.8784
6975,15,172.2776,3.0238
6976,16,122.1708,5.2418
6977,17,112.4581,5.8755
6978,18,-5.6263,7.6746
6979,19,-5.3439,5.3612
6980,20,-4.251,2.8852
6981,21,-2.6736,4.4722
6982,22,-3.9657,2.8841
6983,23,-2.6717,3.6929
6984,0,-1.5399,2.6459
6985,1,1.2957,2.8955
6986,2,-3.2606,2.5117
6987,3,-4.3137,1.0977
6988,4,-2.8538,0.7399
6989,5,0.2545,2.5691
6990,6,2.7368,3.8496
6991,7,19.2467,3.4079
6992,8,56.2466,3.124
6993,9,202.6002,2.5616
6994,10,350.9573,2.2293
6995,11,447.2752,1.9798
6996,12,257.818,4.7124
6997,13,426.7945,4.1229
6998,14,232.9768,4.3119
6999,15,358.291,3.9125
7000,16,149.7224,3.3791
7001,17,47.8154,2.1307
7002,18,-6.0946,1.1143
7003,19,-6.3906,1.1061
7004,20,-3.1247,1.4627
7005,21,-2.4688,2.1078
7006,22,-1.615,4.0871
7007,23,-1.2886,3.7548
7008,0,-0.9122,2.6156
7009,1,-1.9567,2.4837
7010,2,-0.3369,4.7456
7011,3,-0.523,4.9214
7012,4,-2.7923,3.5979
7013,5,-1.1397,3.5568
7014,6,-2.0924,5.1394
7015,7,15.3728,1.6364
7016,8,73.1465,1.7331
7017,9,130.959,2.1492
7018,10,243.7113,1.0949
7019,11,353.4743,1.2308
7020,12,360.4587,2.0546
7021,13,549.602,2.189
7022,14,497.7335,2.511
7023,15,222.2642,3.0453
7024,16,58.3242,4.1048
7025,17,48.4173,9.9471
7026,18,-0.2872,7.8179
7027,19,-1.9543,5.0664
7028,20,-2.3623,5.6778
7029,21,-6.2999,8.052
7030,22,-1.9959,2.8546
7031,23,-0.827,4.6331
7032,0,-0.5048,3.3226
7033,1,-0.339,4.5229
7034,2,-0.0378,4.5861
7035,3,-0.4478,5.7012
7036,4,-0.4178,4.4886
7037,5,-0.4534,5.7323
7038,6,-0.4496,4.8049
7039,7,1.9088,4.1792
7040,8,16.4153,5.6066
7041,9,40.958,4.1021
7042,10,82.8481,4.1892
7043,11,102.2926,4.1026
7044,12,102.6028,3.6645
7045,13,115.5038,3.9163
7046,14,113.0413,3.1577
7047,15,92.4402,3.0605
7048,16,38.5849,2.0221
7049,17,18.1926,1.1421
7050,18,-0.3909,0.676
7051,19,-0.283,0.6006
7052,20,-0.3217,1.4183
7053,21,-0.139,1.0328
7054,22,-0.222,1.1562
7055,23,-0.212,2.9728
7056,0,-0.2772,1.9671
7057,1,-0.2426,1.3998
7058,2,0.0286,1.3826
7059,3,-0.3132,1.6973
7060,4,-0.5128,1.54
7061,5,-0.4004,1.748
7062,6,-0.0889,1.4713
7063,7,2.1003,1.8475
7064,8,14.7001,3.1849
7065,9,23.1658,2.3856
7066,10,60.4643,1.814
7067,11,69.7301,3.654
7068,12,85.4489,2.3202
7069,13,228.7218,3.0587
7070,14,240.3903,2.8092
7071,15,101.9982,1.9541
7072,16,37.8438,2.0951
7073,17,8.2393,1.4631
7074,18,-0.3435,0.3665
7075,19,-0.285,1.4218
7076,20,-0.2109,1.5951
7077,21,-0.2539,1.4339
7078,22,-0.2439,0.7594
7079,23,-0.2574,0.7485
7080,0,-0.5949,0.4517
7081,1,-1.2014,0.7116
7082,2,-0.7241,1.0225
7083,3,-0.607,1.9963
7084,4,-0.5551,1.2124
7085,5,-1.2792,1.6564
7086,6,-1.2263,2.2623
7087,7,15.6988,0.7287
7088,8,98.0927,2.8094
7089,9,209.6723,1.3904
7090,10,550.9772,2.8226
7091,11,376.4145,4.0458
7092,12,175.5607,3.3396
7093,13,464.1847,2.407
7094,14,478.354,2.5715
7095,15,93.5674,2.4793
7096,16,54.4441,2.073
7097,17,9.7819,3.3947
7098,18,-4.6001,1.3554
7099,19,-0.5987,1.7751
7100,20,0.9817,2.9939
7101,21,0.5497,3.3619
7102,22,-2.0022,2.6511
7103,23,-3.2694,3.3426
7104,0,-2.5125,4.5232
7105,1,-1.6565,4.7472
7106,2,-1.0832,2.205
7107,3,-1.5803,1.8721
7108,4,-1.1707,1.4273
7109,5,-1.3499,0.8626
7110,6,-0.063,1.6065
7111,7,23.3825,0.8959
7112,8,170.8233,1.6728
7113,9,352.4132,1.8441
7114,10,483.1547,2.3455
7115,11,469.5238,2.1956
7116,12,523.4965,2.3668
7117,13,578.7442,3.2196
7118,14,544.4897,4.483
7119,15,402.9833,3.7546
7120,16,228.9267,4.3726
7121,17,45.4258,3.6378
7122,18,-12.814,3.187
7123,19,-6.3891,3.3671
7124,20,-3.7239,3.455
7125,21,-1.8412,1.9819
7126,22,-2.4361,3.0992
7127,23,-2.1645,1.0957
7128,0,-1.0315,3.5209
7129,1,-1.9221,1.7139
7130,2,-1.8483,1.8002
7131,3,-1.5244,3.6032
7132,4,-1.5829,1.7155
7133,5,0.7399,2.8342
7134,6,3.1049,1.7868
7135,7,13.5407,3.0967
7136,8,55.3536,5.5582
7137,9,145.9301,4.9462
7138,10,384.3447,1.3253
7139,11,568.3148,2.4683
7140,12,644.3992,2.0542
7141,13,611.85,2.594
7142,14,520.7328,2.9115
7143,15,288.8866,2.9123
7144,16,98.6915,2.9115
7145,17,46.5832,3.2266
7146,18,-6.8621,2.0748
7147,19,-5.7338,1.3849
7148,20,-3.9842,0.9657
7149,21,-3.0124,1.6957
7150,22,-0.5172,2.3251
7151,23,-1.8349,2.9666
7152,0,-1.2566,2.932
7153,1,-0.243,0.9931
7154,2,0.8041,2.168
7155,3,0.3744,3.51
7156,4,-1.9807,4.1067
7157,5,-1.5506,4.1911
7158,6,-1.2919,4.0667
7159,7,3.9427,2.1862
7160,8,47.4536,1.4326
7161,9,132.1926,1.7046
7162,10,266.9008,4.0149
7163,11,282.1145,1.3083
7164,12,607.6078,2.9384
7165,13,335.6587,2.5719
7166,14,250.5765,2.3655
7167,15,343.4157,4.4952
7168,16,112.2152,5.5537
7169,17,43.6013,3.7487
7170,18,-6.6143,2.273
7171,19,-4.9583,2.6764
7172,20,-2.4977,3.1855
7173,21,-1.5795,3.2639
7174,22,-1.8507,1.4357
7175,23,-2.4015,3.0319
7176,0,-3.7619,2.5923
7177,1,-1.4173,1.1155
7178,2,0.5538,2.4357
7179,3,1.8899,5.036
7180,4,0.1547,5.2892
7181,5,-3.4006,4.7121
7182,6,-6.4355,2.5708
7183,7,18.174,2.8033
7184,8,146.7926,2.5097
7185,9,101.2387,1.7508
7186,10,373.5292,5.1462
7187,11,569.892,4.706
7188,12,557.1257,2.7484
7189,13,215.5197,7.616
7190,14,203.4754,9.337
7191,15,140.2977,10.4326
7192,16,141.9286,9.8956
7193,17,45.8831,12.4819
7194,18,-2.1855,8.6835
7195,19,-2.9822,6.7404
7196,20,-4.7408,4.7308
7197,21,-5.3355,2.123
7198,22,-4.6092,2.2741
7199,23,-3.9351,2.8603
7200,0,-2.9727,4.6674
7201,1,-2.8124,5.8734
7202,2,-1.6369,4.8336
7203,3,2.0092,4.6616
7204,4,1.8046,8.5639
7205,5,-2.2102,6.244
7206,6,-2.3724,7.517
7207,7,18.672,10.7569
7208,8,164.2452,8.9194
7209,9,327.8443,7.9423
7210,10,461.994,6.8406
7211,11,623.1505,9.4372
7212,12,470.709,6.9622
7213,13,211.749,9.7749
7214,14,140.6278,6.3039
7215,15,95.4562,5.5028
7216,16,43.326,8.268
7217,17,9.8636,7.2283
7218,18,-2.1263,9.0254
7219,19,-7.756,3.5358
7220,20,-3.3549,2.437
7221,21,-1.4123,1.6137
7222,22,-4.0318,1.7003
7223,23,-4.1856,3.5917
7224,0,-3.8878,2.6781
7225,1,-3.6904,1.196
7226,2,-2.8963,1.8511
7227,3,-1.9441,0.9376
7228,4,-0.8692,0.9733
7229,5,-0.0376,1.2736
7230,6,0.3474,2.4673
7231,7,8.1258,2.0466
7232,8,98.3903,2.3675
7233,9,142.5803,2.3998
7234,10,299.3545,2.6495
7235,11,344.1483,3.1944
7236,12,416.5312,2.5422
7237,13,542.9225,3.214
7238,14,423.4513,3.5795
7239,15,162.1612,2.4901
7240,16,117.1851,2.8246
7241,17,35.7219,3.1021
7242,18,-7.2028,3.1542
7243,19,-4.7196,2.2304
7244,20,-1.1301,2.9599
7245,21,-0.1921,1.777
7246,22,-0.2319,1.574
7247,23,-0.3194,1.2297
7248,0,0.3313,0.8203
7249,1,-1.3294,1.9002
7250,2,-0.3182,1.3041
7251,3,-1.639,0.9479
7252,4,-2.0002,1.774
7253,5,0.9346,2.4741
7254,6,-0.6427,2.2248
7255,7,7.9163,2.6403
7256,8,50.5161,2.8171
7257,9,104.9043,2.3707
7258,10,202.7402,1.4032
7259,11,107.1103,2.77
7260,12,71.587,2.2308
7261,13,119.7963,1.8248
7262,14,84.5883,1.9347
7263,15,175.9192,1.4867
7264,16,164.0596,3.2753
7265,17,30.8906,5.5376
7266,18,-7.2794,5.1952
7267,19,-1.8872,3.4861
7268,20,-0.6974,4.4298
7269,21,-1.5969,4.793
7270,22,-0.0088,6.7487
7271,23,0.0567,8.7777
7272,0,-0.7301,10.8007
7273,1,-2.5683,12.1309
7274,2,-2.1108,11.9265
7275,3,-2.6288,9.0941
7276,4,-2.3997,10.1133
7277,5,-2.3566,9.2578
7278,6,-1.8736,10.2505
7279,7,14.4168,12.5055
7280,8,145.8827,10.3324
7281,9,319.686,7.548
7282,10,418.5537,7.7619
7283,11,549.1258,5.6868
7284,12,618.5177,8.0816
7285,13,600.163,11.1425
7286,14,488.7312,10.3381
7287,15,209.4483,13.4317
7288,16,113.5961,11.5897
7289,17,19.0708,8.4899
7290,18,-5.4282,2.8878
7291,19,-2.7106,3.0036
7292,20,-1.7621,5.9403
7293,21,-0.3456,10.6862
7294,22,-1.4094,11.4367
7295,23,-1.1228,15.5355
7296,0,-1.7604,15.6117
7297,1,-2.1964,16.4505
7298,2,-1.6566,20.0062
7299,3,-1.6886,18.4427
7300,4,-3.7385,5.9681
7301,5,-4.1684,3.9242
7302,6,-1.6021,7.3347
7303,7,21.1295,11.4553
7304,8,82.8084,10.9678
7305,9,114.4509,11.8974
7306,10,51.6046,8.1893
7307,11,88.3971,10.3624
7308,12,191.726,7.4972
7309,13,233.4079,11.428
7310,14,549.4278,10.1355
7311,15,422.8303,9.9315
7312,16,255.88,8.6147
7313,17,36.1253,9.1761
7314,18,-4.0096,10.3432
7315,19,-3.5153,11.8697
7316,20,-3.0769,12.0774
7317,21,-3.3267,8.2066
7318,22,-3.1587,7.774
7319,23,-7.0943,3.9439
7320,0,-3.9269,2.6457
7321,1,-2.8319,1.7838
7322,2,-5.5815,2.0398
7323,3,-1.8286,3.1036
7324,4,-0.6859,4.3903
7325,5,0.4687,6.3113
7326,6,-6.8776,2.604
7327,7,8.7579,2.9362
7328,8,139.616,3.7474
7329,9,306.3352,3.2883
7330,10,403.5608,1.7771
7331,11,532.2577,2.6394
7332,12,597.7412,2.305
7333,13,579.9588,1.8605
7334,14,487.6045,1.2588
7335,15,360.6033,2.1446
7336,16,185.7531,2.705
7337,17,8.2673,3.1917
7338,18,-10.4541,4.3449
7339,19,-5.9159,4.1497
7340,20,-5.1408,1.9412
7341,21,-2.594,1.4818
7342,22,-3.0246,1.9164
7343,23,-2.6655,1.9096
7344,0,-0.8161,4.173
7345,1,-2.2616,4.6023
7346,2,-0.7092,1.6784
7347,3,-2.6813,1.8003
7348,4,-2.4877,1.6225
7349,5,-2.4225,1.3585
7350,6,-0.5777,0.8994
7351,7,11.2031,1.2532
7352,8,133.4169,2.7161
7353,9,305.2762,1.364
7354,10,408.7298,1.6728
7355,11,536.7333,3.5396
7356,12,608.0553,6.5118
7357,13,597.0388,5.9386
7358,14,505.0593,6.8328
7359,15,382.3817,8.2529
7360,16,199.6528,9.3033
7361,17,9.2688,8.5662
7362,18,-7.9195,7.1301
7363,19,-8.3484,6.1153
7364,20,-3.2431,7.7508
7365,21,-2.4174,7.7325
7366,22,-4.2046,6.214
7367,23,-4.2936,6.2392
7368,0,-3.0086,6.5229
7369,1,-2.8647,7.141
7370,2,-4.8048,5.0516
7371,3,-1.8272,4.6343
7372,4,-1.9678,6.3404
7373,5,-2.8438,5.2147
7374,6,-2.7762,3.4587
7375,7,3.5115,4.9863
7376,8,121.4864,6.0014
7377,9,293.7862,5.3033
7378,10,401.8262,5.8197
7379,11,510.2032,5.0378
7380,12,562.7952,4.9157
7381,13,453.4603,5.217
7382,14,137.8724,6.2035
7383,15,133.8754,6.9961
7384,16,94.1696,6.7936
7385,17,11.7301,5.0482
7386,18,-4.2372,3.608
7387,19,-1.9119,2.1439
7388,20,-1.093,2.4341
7389,21,-0.4756,2.6777
7390,22,3.4766,3.7433
7391,23,-2.5578,4.0423
7392,0,-2.783,2.1408
7393,1,-0.5741,2.3414
7394,2,-0.329,1.9376
7395,3,-0.192,1.606
7396,4,-0.3671,0.6692
7397,5,-0.2003,1.4907
7398,6,-0.2437,0.9537
7399,7,2.2188,1.8639
7400,8,40.9244,2.2086
7401,9,96.8808,1.8231
7402,10,166.3768,1.6579
7403,11,198.0912,4.6687
7404,12,275.6283,4.816
7405,13,604.4577,6.5476
7406,14,523.4065,8.5368
7407,15,376.9183,8.4954
7408,16,195.2164,8.3555
7409,17,10.5713,8.0653
7410,18,-3.5979,7.9303
7411,19,-2.2101,7.2773
7412,20,-2.651,9.9456
7413,21,-2.228,10.7585
7414,22,-1.6833,12.6726
7415,23,-2.029,11.3638
7416,0,-3.2839,6.0028
7417,1,-2.7931,5.6134
7418,2,-2.4881,5.1464
7419,3,-0.7911,5.566
7420,4,-2.3358,6.4242
7421,5,-5.7831,3.2271
7422,6,-6.0375,4.8731
7423,7,6.324,5.7984
7424,8,70.3406,4.6295
7425,9,113.4862,2.2602
7426,10,393.963,1.6446
7427,11,411.3565,2.4174
7428,12,588.5907,4.4038
7429,13,624.694,7.8468
7430,14,497.793,6.4305
7431,15,360.1452,3.2012
7432,16,124.2784,4.3508
7433,17,9.2846,3.6672
7434,18,-7.1229,4.7716
7435,19,-1.5795,1.9738
7436,20,-4.7785,2.5883
7437,21,-3.2103,6.1642
7438,22,-2.3612,7.1344
7439,23,-3.5805,4.3141
7440,0,-3.8342,1.6411
7441,1,-2.273,2.3094
7442,2,-2.9046,1.3705
7443,3,-2.0219,3.9359
7444,4,-2.1692,1.9364
7445,5,-2.886,1.1044
7446,6,-2.7165,1.3147
7447,7,6.4164,0.7971
7448,8,116.2448,1.1248
7449,9,280.7508,0.8185
7450,10,452.4745,2.2546
7451,11,551.7317,3.4612
7452,12,600.2623,3.3722
7453,13,583.5077,3.4627
7454,14,498.7602,3.2465
7455,15,359.6273,2.4844
7456,16,182.1055,2.3939
7457,17,-3.5647,0.9233
7458,18,-12.252,1.0169
7459,19,-5.0583,0.8634
